 15     4     2013      7.9        0.0032   
  6     6     2013      7.9        0.0006   
 14     6     2013      7.9       -0.0014   
 26     6     2013      7.9       -0.0004   
  9     7     2013      7.9       -0.0004   
 16     7     2013      7.9       -0.0005   
 23     7     2013      7.9        0.0014   
  1     8     2013      7.9       -0.0006   
  8     8     2013      7.9       -0.0003   
 15     8     2013      7.9       -0.0009   
 20     8     2013      7.9       -0.0003   
 11     9     2013      7.9       -0.0015   
 21    10     2013      7.9        0.0014   
 26    11     2013      7.9        0.0023   
 19    12     2013      7.9       -0.0001   
 13     2     2014      7.9        0.0023   
 26     3     2014      7.9        0.0006   
 16     5     2014      7.9        0.0004   
 29     5     2014      7.9        0.0012   
 13     6     2014      7.9        0.0004   
 17     6     2014      7.9       -0.0010   
 27     6     2014      7.9       -0.0010   
  2     7     2014      7.9        0.0002   
 16     7     2014      7.9        0.0013   
 21     7     2014      7.9       -0.0005   
 31     7     2014      7.9        0.0003   
  5     8     2014      7.9       -0.0003   
 12     8     2014      7.9        0.0004   
 20     8     2014      7.9       -0.0009   
  3     9     2014      7.9        0.0003   
 17     9     2014      7.9        0.0017   
  4    12     2014      7.9       -0.0009   
 29     1     2015      7.9        0.0039   
 24     2     2015      7.9        0.0044   
 26     3     2015      7.9        0.0011   
 29     5     2015      7.9       -0.0002   
 10     6     2015      7.9       -0.0011   
 25     6     2015      7.9       -0.0010   
 30     6     2015      7.9        0.0045   
  7     7     2015      7.9        0.0135   
 14     7     2015      7.9       -0.0016   
 31     7     2015      7.9       -0.0002   
  6     8     2015      7.9       -0.0003   
 10     9     2015      7.9        0.0005   
  9    12     2015      7.9        0.0010   
 25     2     2016      7.9        0.0025   
 22     3     2016      7.9        0.0007   
 10     5     2016      7.9        0.0007   
 24     5     2016      7.9        0.0013   
  3     6     2016      7.9       -0.0034   
  8     6     2016      7.9        0.0002   
 15     6     2016      7.9       -0.0023   
 23     6     2016      7.9       -0.0017   
  8     7     2016      7.9       -0.0013   
 21     7     2016      7.9       -0.0002   
 26     7     2016      7.9       -0.0022   
  4     8     2016      7.9       -0.0004   
 19     8     2016      7.9       -0.0027   
  9     9     2016      7.9       -0.0030   
 16     2     2017      7.9       -0.0016   
 27     4     2017      7.9       -0.0009   
 25     5     2017      7.9       -0.0009   
  8     6     2017      7.9       -0.0017   
 21     6     2017      7.9       -0.0002   
 11     7     2017      7.9       -0.0006   
 25     7     2017      7.9       -0.0002   
  8     8     2017      7.9        0.0001   
 24     8     2017      7.9        0.0011   
  7     9     2017      7.9        0.0011   
 30    11     2017      7.9        0.0018   
 14     3     2018      7.9        0.0018   
 24     5     2018      7.9        0.0010   
  6     6     2018      7.9       -0.0008   
 12     7     2018      7.9        0.0009   
 24     7     2018      7.9       -0.0014   
  9     8     2018      7.9       -0.0001   
======================================================================================
= MEASURED DAILY RESULTS                                                             =
= No. of data points                                                                 =
= DAY  (dd mm yyyy)                                                                  =
= CROP YIELD (kg/ha)                                                                 =
= CROP BIOMASS (kg/ha)                                                               =
= CROP N UPTAKE (kg/ha)                                                              =
= GRAIN N UPTAKE (kg/ha)                                                             =
= TILE FLOW SECTION                                                                  =
=    ACCUMULATED TILE FLOW (cm)                                                      =
=    NITRATE-N IN TILE (mg/L)                                                        =
=    PEST#1 CONC. IN TILE (mg/L)                                                     =
=    PEST#2 CONC. IN TILE (mg/L)                                                     =
=    PEST#3 CONC. IN TILE (mg/L)                                                     =
= WATER TABLE (cm)                                                                   =
= SURFACE RUNOFF SECTION                                                             =
=    DAILY RUNOFF  (cm)                                                              =
=    NITRATE-N IN RUNOFF  (mg/L)                                                     =
=    PEST#1 CONC. IN RUNOFF (mg/L)                                                   =
=    PEST#2 CONC. IN RUNOFF (mg/L)                                                   =
=    PEST#3 CONC. IN RUNOFF (mg/L)                                                   =
= HEIGHT in cm                                                                       =
= ET, from day1 to day2                                                              =
= LAI                                                                                =
= PLANT PHENOLOGY                                                                    =
=YIELD,BIOMASS,PLANT-N,GRAIN-N,TILE-FLOW,WATER-T,RUNOFF,HEIGHT,ET,LAI,PHENO,BLGBIOMA =
======================================================================================
   1   1   1   1   0   0   0   0   0   0   1   0   
======================================================================================
=   CROP YIELD     (LIMIT 100 data points)                                           =
=   HARVEST DATE (DD-MM-YYYY), YIELD, HARVEST EFFICIENCY, CROP#                      =
======================================================================================
9
 23     9   2010      11411.24   1.00     1   
 27     9   2011      10551.72   1.00     1   
 18     9   2012      11987.98   1.00     1   
 25     9   2013       7546.88   1.00     1   
  1    10   2014      13443.16   1.00     1   
 29     9   2015      11168.03   1.00     1   
  6    10   2016      13287.28   1.00     1   
 17    10   2017      13731.92   1.00     1   
  4    10   2018      14553.98   1.00     1   
======================================================================================
=   CROP BIOMASS   (LIMIT 100 DATA POINTS)                                           =
=   DATE (DD-MM-YYYY), BIOMASS CROP#                                                 =
======================================================================================
9
 23     9     2010      28355.05     1   
 27     9     2011      23195.49     1   
 18     9     2012      21385.08     1   
 25     9     2013      17294.23     1   
  1    10     2014      22450.53     1   
 29     9     2015      19697.75     1   
  6    10     2016      21227.85     1   
 17    10     2017      21800.60     1   
  4    10     2018      21954.81     1   
======================================================================================
= PLANT N UPTAKE DATA (LIMIT 100 DATA POINTS)                                        =
=   DATE (DD-MM-YYYY), NUptake CROP#                                                 =
======================================================================================
9
 23     9     2010        279.67     1   
 27     9     2011        236.30     1   
 18     9     2012        233.80     1   
 25     9     2013        184.06     1   
  1    10     2014        240.27     1   
 29     9     2015        180.03     1   
  6    10     2016        229.13     1   
 17    10     2017        241.15     1   
  4    10     2018        239.63     1   
======================================================================================
=   GRAIN N UPTAKE  (LIMIT 100 DATA POINTS)                                          =
=   DATE (DD-MM-YYYY), NUptake CROP#                                                 =
======================================================================================
9
 23     9   2010        155.99     1   
 27     9   2011        148.04     1   
 18     9   2012        166.47     1   
 25     9   2013        107.69     1   
  1    10   2014        170.89     1   
 29     9   2015        131.93     1   
  6    10   2016        179.48     1   
 17    10   2017        180.11     1   
  4    10   2018        190.52     1   
======================================================================================
=   PLANT PHENOLOGY     (LIMIT 100 data points)                                      =
=                                                                                    =
=       DATE (DD-MM-YYYY), EMERGENCE, ANTHESIS, MATURITY                             =
======================================================================================
9
 21     4   2010             5           -99           145   
  3     5   2011             5           -99           137   
 24     4   2012             5           -99           137   
 16     5   2013             5           -99           122   
  2     5   2014             5           -99           142   
  1     5   2015             5           -99           141   
 13     5   2016             5           -99           136   
  6     5   2017             5           -99           154   
  1     5   2018             5           -99           146   
